Order_ID,Date,Customer_Name,Gender,City,Product_Category,Product_Name,Quantity,Price,Discount (%),Payment_Mode,Rating
1055,2/16/2025,Sneha,Male,Mumbai,Grocery,Wheat,4,1000.99,16,UPI,3
1056,1/27/2025,Amit,Female,Delhi,Clothing,T-Shirt,1,913.01,23,UPI,3
1057,01-08-2025,Priya,Female,Nagpur,Clothing,T-Shirt,5,1611.86,5,Card,5
1058,2/20/2025,Rahul,Female,Nashik,Clothing,Jeans,1,124.21,25,Cash,5
1059,2/17/2025,Rohan,Male,Delhi,Grocery,Wheat,1,3329.11,1,Card,3
1060,1/16/2025,Rahul,Female,Mumbai,Grocery,Sugar,3,4806.91,24,Cash,4
1061,02-01-2025,Anjali,Female,Pune,Clothing,Saree,1,4443.56,15,UPI,4
1062,1/18/2025,Amit,Male,Nagpur,Grocery,Oil,3,1172.54,0,Cash,4
1063,02-04-2025,Amit,Female,Nashik,Electronics,Charger,5,2970.81,0,Card,4
1064,01-04-2025,Sameer,Female,Nashik,Electronics,Charger,1,4522.79,3,UPI,3
1065,1/21/2025,Anjali,Male,Mumbai,Electronics,Headphones,5,3260.81,25,Card,4
1066,02-08-2025,Sameer,Female,Nashik,Grocery,Oil,5,875.86,5,Card,3
1067,02-10-2025,Anjali,Male,Nagpur,Clothing,Jeans,1,490.58,7,UPI,3
1068,2/28/2025,Pooja,Male,Delhi,Clothing,Saree,2,3470.38,19,Cash,3
1069,1/24/2025,Amit,Male,Nagpur,Clothing,Saree,2,2131.99,21,Card,5
1070,1/21/2025,Sneha,Female,Nagpur,Clothing,Jeans,3,3092.03,12,UPI,5
1071,01-09-2025,Sneha,Male,Mumbai,Grocery,Rice,1,3225.68,21,Cash,5
1072,01-04-2025,Priya,Male,Pune,Grocery,Wheat,4,2732.25,14,UPI,3
1073,2/28/2025,Anjali,Male,Nagpur,Electronics,Keyboard,2,4250.98,5,Cash,3
1074,2/16/2025,Pooja,Male,Pune,Clothing,Kurti,4,907.24,13,Cash,3
1075,02-06-2025,Pooja,Female,Nagpur,Electronics,Keyboard,2,2303.27,17,Card,4
1076,01-05-2025,Neha,Female,Mumbai,Clothing,Kurti,2,4083.72,19,Card,4
1077,1/18/2025,Sneha,Male,Pune,Clothing,Saree,1,4627.59,6,Cash,3
1078,02-07-2025,Priya,Female,Mumbai,Grocery,Oil,1,678.58,14,UPI,4
1079,02-10-2025,Rohan,Female,Pune,Clothing,T-Shirt,4,3099.24,3,Cash,5
1080,1/20/2025,Amit,Male,Delhi,Grocery,Wheat,2,2593.48,30,UPI,4
1081,2/24/2025,Pooja,Female,Pune,Grocery,Oil,3,662.22,17,Card,3
1082,02-10-2025,Anjali,Male,Nashik,Electronics,Charger,1,3184.78,30,Cash,5
1083,2/19/2025,Pooja,Female,Nashik,Grocery,Rice,1,3802.12,12,UPI,3
1084,01-08-2025,Neha,Male,Delhi,Electronics,Headphones,4,4951.54,11,UPI,5
1085,1/24/2025,Sneha,Male,Delhi,Grocery,Sugar,3,4620.74,2,UPI,4
1086,02-07-2025,Sameer,Male,Nagpur,Grocery,Wheat,4,700.35,10,UPI,4
1087,2/26/2025,Neha,Female,Nagpur,Electronics,Mouse,2,195.6,3,Card,5
1088,01-03-2025,Priya,Male,Delhi,Clothing,Kurti,1,1220.16,19,UPI,3
1089,2/22/2025,Neha,Male,Nagpur,Clothing,T-Shirt,5,1759.1,29,UPI,4
1090,1/13/2025,Neha,Male,Mumbai,Grocery,Oil,1,1858.77,12,Cash,4
1091,2/27/2025,Rohan,Female,Delhi,Electronics,Mouse,5,647.34,20,UPI,4
1092,02-07-2025,Sneha,Male,Nagpur,Clothing,Kurti,3,1017.39,26,Cash,5
1093,1/22/2025,Sneha,Male,Pune,Clothing,T-Shirt,1,2420.04,2,UPI,4
1094,2/13/2025,Rahul,Male,Nashik,Grocery,Oil,3,4593.87,23,Card,4
1095,1/16/2025,Neha,Female,Pune,Grocery,Oil,4,4309.07,18,UPI,4
1096,1/18/2025,Pooja,Male,Pune,Grocery,Oil,1,1983.7,27,UPI,5
1097,01-09-2025,Rohan,Male,Delhi,Electronics,Keyboard,4,4049.86,18,Card,3
1098,01-07-2025,Anjali,Female,Nagpur,Grocery,Sugar,5,4593.7,17,Card,4
1099,01-01-2025,Pooja,Female,Delhi,Grocery,Wheat,5,3710.71,12,UPI,5
1100,1/28/2025,Amit,Female,Nagpur,Grocery,Sugar,5,1180.62,7,UPI,3
1101,01-03-2025,Pooja,Female,Delhi,Electronics,Headphones,2,4750.98,14,Cash,3
1102,01-11-2025,Kiran,Female,Nagpur,Clothing,Saree,4,4919.9,11,Card,4
1103,02-07-2025,Sneha,Male,Mumbai,Clothing,Kurti,4,930.05,5,Card,4
1104,1/31/2025,Sneha,Female,Nagpur,Grocery,Sugar,4,3836.51,8,UPI,5
1105,01-08-2025,Rohan,Male,Mumbai,Clothing,T-Shirt,5,634.11,9,UPI,3
1106,01-10-2025,Neha,Male,Delhi,Electronics,Headphones,1,2167.83,26,Cash,3
1107,02-10-2025,Kiran,Female,Nagpur,Clothing,T-Shirt,5,1347.33,28,Cash,3
1108,01-05-2025,Pooja,Male,Delhi,Clothing,Kurti,3,1445.64,10,Cash,4
1109,01-02-2025,Rohan,Male,Pune,Electronics,Headphones,3,4689.07,0,Cash,5
1110,01-09-2025,Anjali,Male,Nashik,Electronics,Keyboard,2,4692.39,9,Card,5
1111,01-02-2025,Neha,Male,Nashik,Electronics,Headphones,4,4186.16,3,UPI,5
1112,01-10-2025,Anjali,Male,Pune,Electronics,Keyboard,2,2579.75,26,UPI,5
1113,1/24/2025,Pooja,Female,Delhi,Clothing,Jeans,4,2097.4,30,Cash,5
1114,01-01-2025,Kiran,Male,Pune,Grocery,Sugar,2,2151.28,8,Cash,5
1115,01-08-2025,Kiran,Female,Nashik,Electronics,Headphones,2,560.85,12,Cash,5
1116,1/17/2025,Anjali,Female,Nashik,Grocery,Wheat,1,4692.86,7,Card,3
1117,1/21/2025,Neha,Female,Pune,Grocery,Sugar,2,4860.9,6,Cash,5
1118,2/22/2025,Pooja,Male,Nashik,Clothing,Jeans,2,1574.46,29,Cash,4
1119,02-12-2025,Rahul,Male,Mumbai,Electronics,Headphones,5,4449.73,20,UPI,5
1120,2/16/2025,Rahul,Female,Pune,Electronics,Charger,3,318.54,15,Card,4
1121,01-04-2025,Priya,Male,Mumbai,Grocery,Wheat,4,2979.12,4,Cash,4
1122,01-03-2025,Sneha,Female,Nagpur,Grocery,Rice,3,3675.21,2,Card,4
1123,02-05-2025,Kiran,Female,Delhi,Clothing,Saree,2,3815.72,29,Card,4
1124,1/28/2025,Neha,Male,Pune,Electronics,Mouse,2,2756.99,0,Cash,5
1125,2/27/2025,Sameer,Female,Nagpur,Grocery,Rice,5,3085.79,17,Card,3
1126,02-09-2025,Sneha,Male,Pune,Grocery,Sugar,2,4186.84,8,Cash,5
1127,2/28/2025,Priya,Female,Nashik,Grocery,Rice,1,939.39,5,UPI,5
1128,1/24/2025,Priya,Female,Mumbai,Clothing,Kurti,2,124.36,1,UPI,4
1129,1/24/2025,Sameer,Female,Pune,Electronics,Keyboard,2,2119.89,10,UPI,4
1130,02-01-2025,Sneha,Female,Delhi,Grocery,Rice,1,898.42,22,UPI,3
1131,01-09-2025,Priya,Male,Nashik,Grocery,Rice,5,3856.43,20,Cash,3
1132,1/25/2025,Anjali,Female,Nashik,Grocery,Wheat,1,1299.91,1,Cash,5
1133,2/23/2025,Sneha,Female,Nagpur,Grocery,Rice,5,4680.57,20,Card,3
1134,2/13/2025,Sameer,Female,Nashik,Clothing,T-Shirt,3,1582.28,29,UPI,3
1135,1/26/2025,Amit,Male,Pune,Grocery,Wheat,4,3582.51,15,Card,5
1136,2/13/2025,Sneha,Female,Pune,Grocery,Oil,5,1464.48,9,Card,3
1137,2/16/2025,Rohan,Male,Pune,Grocery,Wheat,5,4444.77,18,Cash,4
1138,02-10-2025,Rohan,Female,Nagpur,Electronics,Headphones,1,718.67,25,UPI,4
1139,02-01-2025,Sameer,Male,Pune,Grocery,Oil,3,2427.35,10,UPI,3
1140,2/19/2025,Amit,Male,Mumbai,Clothing,Saree,2,3731.2,11,Cash,3
1141,1/30/2025,Amit,Female,Delhi,Clothing,Kurti,4,1937.65,16,Cash,5
1142,01-10-2025,Rahul,Female,Mumbai,Clothing,Kurti,1,1810.61,24,UPI,5
1143,1/30/2025,Sameer,Male,Mumbai,Electronics,Mouse,3,209.23,8,Card,5
1144,01-05-2025,Rahul,Male,Mumbai,Electronics,Headphones,4,562.83,15,Card,3
1145,02-02-2025,Kiran,Female,Pune,Grocery,Oil,1,4181.4,3,Card,4
1146,01-07-2025,Rahul,Female,Pune,Grocery,Wheat,2,4899.52,22,UPI,3
1147,01-10-2025,Rohan,Female,Nagpur,Grocery,Wheat,3,4785.73,13,Cash,5
1148,02-01-2025,Sneha,Female,Mumbai,Electronics,Headphones,2,4874.65,28,Card,3
1149,2/22/2025,Priya,Male,Nashik,Clothing,Kurti,5,4897.36,2,UPI,4
1150,02-01-2025,Rahul,Male,Delhi,Electronics,Keyboard,2,3510.66,24,UPI,5
1151,01-04-2025,Neha,Female,Nashik,Clothing,Saree,4,2163.41,22,UPI,4
1152,1/14/2025,Kiran,Female,Nashik,Clothing,Jeans,2,4310.09,17,Cash,4
1153,1/14/2025,Pooja,Female,Mumbai,Grocery,Wheat,3,4619.18,2,Cash,3
1154,01-12-2025,Priya,Male,Nagpur,Grocery,Rice,4,1425.01,26,Cash,3
1155,1/27/2025,Anjali,Female,Delhi,Grocery,Oil,4,4789.18,7,UPI,3
1156,02-06-2025,Amit,Female,Pune,Clothing,Saree,3,4167.95,2,Card,3
1157,1/23/2025,Anjali,Female,Nashik,Grocery,Oil,5,4600.2,29,Card,3
1158,01-08-2025,Rohan,Female,Mumbai,Clothing,T-Shirt,2,979.89,9,Card,4
1159,1/31/2025,Priya,Male,Nagpur,Electronics,Charger,4,797.19,24,UPI,3
1160,1/27/2025,Priya,Female,Nagpur,Electronics,Headphones,3,2947.92,18,Cash,4
1161,01-11-2025,Amit,Female,Mumbai,Clothing,Kurti,2,138.77,17,Card,4
1162,1/14/2025,Amit,Male,Nagpur,Clothing,T-Shirt,3,1481.71,25,UPI,5
1163,1/18/2025,Rahul,Female,Delhi,Electronics,Headphones,2,4018.14,17,Cash,5
1164,2/18/2025,Rahul,Male,Nashik,Clothing,Kurti,2,3224.67,19,Cash,5
1165,1/15/2025,Sneha,Female,Nashik,Electronics,Charger,4,4774.25,20,Cash,5
1166,2/14/2025,Pooja,Female,Pune,Electronics,Keyboard,4,3386.66,10,Cash,3
1167,2/19/2025,Pooja,Female,Pune,Grocery,Wheat,1,2961.34,26,UPI,4
1168,2/27/2025,Amit,Female,Pune,Electronics,Headphones,2,308.84,3,Cash,4
1169,01-08-2025,Sneha,Male,Nashik,Clothing,T-Shirt,5,1338.65,20,UPI,4
1170,02-04-2025,Sneha,Female,Nashik,Electronics,Keyboard,5,727.91,26,Card,3
1171,02-12-2025,Anjali,Female,Nagpur,Grocery,Sugar,4,2848.72,23,Card,4
1172,2/21/2025,Anjali,Female,Nagpur,Electronics,Headphones,5,4539.9,2,Cash,5
1173,02-09-2025,Sneha,Female,Nashik,Grocery,Rice,4,2066.42,15,Cash,4
1174,01-03-2025,Pooja,Male,Nagpur,Grocery,Rice,2,2368.57,0,UPI,3
1175,2/26/2025,Pooja,Male,Mumbai,Clothing,T-Shirt,5,4663.06,4,UPI,5
1176,02-02-2025,Sneha,Female,Pune,Grocery,Oil,4,3411.69,17,Card,5
1177,02-04-2025,Rohan,Female,Pune,Clothing,Jeans,5,2058.92,11,Card,4
1178,01-05-2025,Rohan,Male,Mumbai,Clothing,Saree,2,1373.89,27,Cash,3
1179,2/17/2025,Rahul,Male,Nashik,Grocery,Rice,3,4974.74,26,Cash,5
1180,2/21/2025,Sameer,Female,Pune,Clothing,Jeans,1,4795.73,25,Card,5
1181,2/14/2025,Amit,Female,Pune,Electronics,Headphones,3,2429.99,3,Cash,5
1182,1/21/2025,Sneha,Female,Nashik,Electronics,Mouse,2,114.9,3,UPI,4
1183,2/22/2025,Sneha,Male,Pune,Grocery,Rice,4,4647.1,28,Cash,3
1184,02-03-2025,Kiran,Male,Delhi,Clothing,Jeans,5,2432.99,4,UPI,3
1185,01-06-2025,Amit,Male,Nashik,Clothing,Jeans,2,1816.49,9,UPI,4
1186,01-03-2025,Amit,Female,Nagpur,Clothing,Saree,3,3062.31,30,Card,5
1187,2/26/2025,Rohan,Male,Nashik,Electronics,Headphones,5,2578.01,29,Card,3
1188,2/20/2025,Neha,Female,Delhi,Electronics,Charger,2,1081.43,16,Cash,5
1189,1/17/2025,Sneha,Male,Nashik,Clothing,Jeans,4,1987.64,17,UPI,4
1190,1/21/2025,Amit,Male,Nagpur,Electronics,Headphones,3,2050.75,8,Card,4
1191,1/25/2025,Sameer,Male,Nashik,Grocery,Rice,5,4991.58,30,Cash,3
1192,02-09-2025,Sameer,Male,Mumbai,Electronics,Charger,5,1279.63,3,Cash,4
1193,03-01-2025,Rohan,Female,Pune,Grocery,Sugar,4,1714.86,14,UPI,3
1194,02-05-2025,Neha,Female,Nagpur,Grocery,Wheat,4,4686.81,27,UPI,3
1195,2/20/2025,Anjali,Male,Pune,Grocery,Sugar,4,2485.11,12,UPI,5
1196,02-02-2025,Pooja,Male,Pune,Electronics,Charger,3,1838.99,25,Card,3
1197,02-01-2025,Pooja,Female,Mumbai,Grocery,Sugar,4,2843.3,20,Card,4
1198,1/20/2025,Priya,Female,Nashik,Grocery,Oil,3,2588.01,10,Card,4
1199,2/23/2025,Kiran,Male,Delhi,Clothing,T-Shirt,5,4609.96,25,UPI,3
1200,02-09-2025,Neha,Female,Mumbai,Grocery,Rice,5,4772.63,24,UPI,5
